smiles,logS
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36
CCCCCC(=O)OCC,-2.35
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604
O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,-3.93
Brc1ccccc1Br,-3.5
O=C1NC(=O)NC(=O)C1(C)C,-1.742
OC1CCCCC1,-0.44
CC=CC=O,0.32
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-6.307
CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,-5.153
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.17
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,-4.16
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79
N(Nc1ccccc1)c2ccccc2 ,-2.92
CCCCC(C)(O)CC,-1.6
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1
CC(O)c1ccccc1,-0.92
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,-0.364
CCCCCl,-2.03
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176
COc1ccc(Cl)cc1,-2.78
ClC=C(Cl)Cl,-1.96
Oc1cccc(Cl)c1,-0.7
CCCCCCC(=O)OCC,-2.74
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,-3.46
Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,-3.928
CC(=O)Nc1nnc(s1)S(N)(=O)=O ,-2.36
Cc1ccccc1Br,-2.23
Nc1cccc(c1)N(=O)=O,-2.19
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.46
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,-3.69
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2.09
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,-3.59
CCC(C)CCO,-0.71
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38
C1CCC=CCC1,-3.18
CCC#C,-1.24
N(c1ccccc1)c2ccccc2,-3.504
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84
CCI,-1.6
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666
CCCOC(=O)C,-0.72
c1ccccc1(OC(=O)NC),-1.803
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,-2.154
C1OC(O)C(O)C(O)C1O,0.39
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89
Cc2cccc3sc1nncn1c23 ,-2.07
CC2=CC(=O)c1ccccc1C2=O ,-3.03
O=C1CCC(=O)N1,0.3
Cc1cccnc1C,0.38
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.82
CC(C)COC(=O)C,-1.21
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-5.292999999999999
Brc1cc(Br)cc(Br)c1,-5.6
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,-4.76
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,-4.632
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22
CCCCOC=O,-1.37
Clc1cccc(Cl)c1,-3.04
c2ccc1scnc1c2 ,-1.5
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27
Nc1ccccc1,-0.41
CC(Cl)Cl,-1.29
CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-3.68
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468
CC(C)SC(C)C,-2.24
CNC(=O)Oc1cccc2ccccc12,-3.224
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,-4.21
COc1cc(CC=C)ccc1O,-1.56
O=C2NC(=O)C1(CC1)C(=O)N2 ,-1.886
CCc1ccccc1C,-3.21
ClCC,-1.06
CN(C)C(=O)SCCCCOc1ccccc1,-3.927
C#C,0.29
Cc1ccccc1C,-2.8
CCCC(C)(COC(N)=O)COC(N)=O ,-1.807
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925
Cc1cccc(C)c1,-2.82
O=C2NC(=O)C1(CCC1)C(=O)N2,-1.655
Nc1ccc(Cl)cc1,-1.66
c1ccccc1SC,-2.39
C1Cc2ccccc2C1,-3.04
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,-1.95
CCOP(=S)(OCC)SCCSCC,-4.23
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-4.097
O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06
CC(Cl)(Cl)Cl,-2.0
CCC(C)(C)Cl,-2.51
CC(C)c1ccc(C)cc1O,-2.22
C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,-4.799
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57
CC(C)Cl,-1.41
CCCCCCCCCC(C)O,-2.94
Oc1ccccc1N(=O)=O,-1.74
CCNc1nc(NC(C)C)nc(SC)n1,-3.04
Oc1ccccn1,1.02
C/C1CCCCC1\C,-4.3
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15
CC(C)(C)CCO,-0.5
BrCBr,-1.17
O=N(=O)c1ccccc1N(=O)=O,-3.1
Cc1ccc(Cl)cc1,-3.08
Nc3ccc2cc1ccccc1cc2c3 ,-5.17
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2
CSSC,-1.44
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88
CCO,1.1
CC(C)N(=O)=O,-0.62
CCCCOCCO,-0.42
ClC(=C)Cl,-1.64
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696000000000001
CCCCCCCCCCO,-3.63
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47
O=C1NC(=O)C(=O)C(=O)N1 ,-1.25
CN(C)c1ccccc1,-1.92
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507000000000001
CCOC(=O)c1ccccc1,-2.32
Fc1cccc(Br)c1,-2.67
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28
CCC,-1.94
COc1cccc(Cl)c1,-2.78
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
CCCCCO,-0.6
O=C1NC(=O)C(=O)N1 ,-0.4
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-5.47
ClC(=C(Cl)Cl)Cl,-2.54
O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,-3.78
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96
CCC(=C)C,-2.73
Clc1cc(Cl)cc(Cl)c1,-4.48
ClCCCCl,-1.62
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047
c1ccc2cnccc2c1,-1.45
Sc1ccccc1,-2.12
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592
Oc1ccc(Cl)cc1,-0.7
CCCC(O)C=C,-0.59
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981
CCCSCCC,-2.58
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61
Cc1occc1C(=O)Nc2ccccc2,-3.3
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,-4.31
CC(C)N(C(=O)CCl)c1ccccc1 ,-2.48
ClC(Cl)(Cl)Cl,-2.31
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3
Oc1c(Br)cc(C#N)cc1Br ,-3.33
CCCOC,-0.39
ClCC(C)C,-2.0
CCCCCCCCCCCCO,-4.8
Cc1ccccc1n3c(C)nc2ccccc2c3=O,-2.925
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78
Cc1cccc(c1)N(=O)=O,-2.44
CCCO,0.62
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85
CCCOC(C)C,-1.34
CCCCc1c(C)nc(nc1O)N(C)C ,-2.24
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94
OC1CCCCCC1,-0.88
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43
COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478
Clc1ccc(Cl)c(Cl)c1Cl,-4.57
CC(=O)Nc1ccc(cc1)N(=O)=O,-2.692
CCCC(O)CCC,-1.4
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
CC(C)CC(C)(C)O,-0.92
Oc1cc(Cl)c(Cl)cc1Cl,-2.21
CC12CCC(CC1)C(C)(C)O2,-1.74
Oc1c(Cl)cccc1Cl,-1.79
CCCC1CCCC1,-4.74
CCCN(=O)=O,-0.8
CC(C)C(C)(C)C,-4.36
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09
OCC1OC(O)C(O)C(O)C1O,0.74
CCC(O)C(C)C,-0.7
CCOC=O,0.15
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63
CCCCS,-2.18
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,-3.19
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-2.73
C1CCOC1,0.49
CC1CCCCC1,-3.85
C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99
ICI,-2.34
CCCCCC,-3.84
ClCC#N,-0.092
c1ccccc1NC(=O)c2c(O)cccc2,-3.59
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-3.952
O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349
C=CCS(=O)SCC=C,-0.83
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281
Cl\C=C/Cl,-1.3
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.39
CCCC(=O)CCC,-1.3
OCC(O)CO,1.12
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-11.6
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.999
OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O ,-0.77
CCCCC#C,-2.36
CCCCSP(=O)(SCCCC)SCCCC,-5.14
Cc1ccnc(C)c1,0.38
CC(C)c1ccccc1,-3.27
CCc1ccc(C)cc1,-3.11
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8
ClC(Cl)(Cl)C#N,-2.168
ClC(Cl)(Cl)N(=O)=O,-2.0
CCC=O,0.58
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982
ClCCC#N ,-0.29
c1ccccc1C(O)C(O)c2ccccc2,-1.93
Oc1ccc(Cl)c(Cl)c1Cl,-2.67
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-4.19
COC(=O)c1ccccc1,-1.85
Cc1ccc(C)c2ccccc12,-4.14
OCCCC=C,-0.15
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77
O=C(c1ccccc1)c2ccccc2,-3.12
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016
COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,-3.571
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564
c1c(NC(=O)c2ccccc2(I))cccc1,-4.21
CC1=CCCCC1,-3.27
CCCCCCl,-2.73
CCCCCCCC(=O)OC,-3.17
